No.,구분명,유니크키,품목명[규격],비고,품목코드,단가,전월수량,현재수량,금액
706,모듈생산창고,PCB_SS5050/5700K/36V/12S/CI-502C,PCB_SS5050/5700K/36V/12S/CI-502C,,L_SS505736V12SCI502C,"3,471.00",2,2,"6,942"
707,모듈생산창고,S-방열판 [BLACK],S-방열판 [BLACK],,L_S방열판BLACK,"1,900.00",287,287,"545,300"
708,모듈생산창고,방열패드 [43*107*0.25T],방열패드 [43*107*0.25T],,L_방열/43*107*0.25T,260,"10,206","10,206","2,653,560"
709,모듈생산창고,방열판 [11.5*16],방열판 [11.5*16],,L_방열판,"2,350.00","2,871","2,871","6,746,850"
710,모듈생산창고,방열판+2P 350mm 몰딩 [도로공사향],방열판+2P 350mm 몰딩 [도로공사향],,L_방열판+2P350몰딩,"1,800.00",10,10,"18,000"
711,모듈생산창고,방열판+2P 350mm 몰딩 [도로공사 / 블루싸이언스향],방열판+2P 350mm 몰딩 [도로공사 / 블루싸이언스향],,L_방열판+2P350몰딩B,"1,800.00",79,79,"142,200"
712,모듈생산창고,방열판 [투광등 100W],방열판 [투광등 100W],,L_방열판100W,"22,000.00",2,2,"44,000"
713,모듈생산창고,방열판 [투광등 200W],방열판 [투광등 200W],,L_방열판200W,"26,000.00",1,1,"26,000"
714,모듈생산창고,방열판 [투광등 300W],방열판 [투광등 300W],,L_방열판50W,"31,000.00",1,1,"31,000"
715,모듈생산창고,방열판 [BLACK],방열판 [BLACK],,L_방열판BLACK,"1,850.00",333,333,"616,050"
716,모듈생산창고,방열판 [11.5*16 / 블루싸이언스향],방열판 [11.5*16 / 블루싸이언스향],,L_방열판_BLUE,"2,050.00","1,279","1,059","2,170,950"
717,모듈생산창고,방열판 [낮은방열판],방열판 [낮은방열판],,,"2,250.00",46,46,"103,500"
718,모듈생산창고,방열판+4P 300mm [색온도변환],방열판+4P 300mm [색온도변환],,L_방열판색변환+4P,"2,350.00","1,438","1,438","3,379,300"
719,모듈생산창고,포장박스 (모듈박스),포장박스 (모듈박스),,,930,23,23,"21,390"
720,모듈생산창고,ST75LAPA M34CY2,ST75LAPA M34CY2,,,210,4,4,840
721,모듈생산창고,WL-MODULE 25W/12S 2700K+5700K,WL-MODULE 25W/12S 2700K+5700K,,,"3,200.00",6,6,"19,200"
722,모듈생산창고,30113 EV0 5000K 7S5P REV1.6 7번,30113 EV0 5000K 7S5P REV1.6 7번,,,"3,000.00",27,27,"81,000"
723,모듈생산창고,30113 EV0 5000K 7S4P REV1.5 8번,30113 EV0 5000K 7S4P REV1.5 8번,,,"3,000.00",27,27,"81,000"
724,모듈생산창고,30113 EV0 5000K 7S4P REV16.1 9번,30113 EV0 5000K 7S4P REV16.1 9번,,,"3,000.00",19,19,"57,000"
725,모듈생산창고,30113 EV0 5000K 7S5P REV16.2 10번,30113 EV0 5000K 7S5P REV16.2 10번,,,"3,000.00",18,18,"54,000"
726,모듈생산창고,PCB_SS5050/5700K/24V/12S/CI-502C,PCB_SS5050/5700K/24V/12S/CI-502C,,L_SS505724V10SCI502C,"3,471.00",2,2,"6,942"
727,모듈생산창고,PCB_SS5050/3500K/30V/12S/CI,PCB_SS5050/3500K/30V/12S/CI,,L_SS505730V12SCI,"3,471.00",15,15,"52,065"
728,모듈생산창고,PCB_SS3030/5000K/20V/140S/CI 에스코향,PCB_SS3030/5000K/20V/140S/CI 에스코향,,L_SS305020V140SBIES,"8,827.00",18,18,"158,886"
729,모듈생산창고,PCB_OS5050/3500K/30V/10S/DN 5:5,PCB_OS5050/3500K/30V/10S/DN 5:5,,L_OS505730V10SDN,"2,987.00",2,2,"5,974"
730,모듈생산창고,PCB_LG3535/G10/5700K/36V/12S (N),PCB_LG3535/G10/5700K/36V/12S (N),,L_LG35G105730V12S(N),"4,191.00",31,31,"129,921"
731,모듈생산창고,PCB_OS5050/3500K/36V/12S/CN 6:6 PCB홀두개,PCB_OS5050/3500K/36V/12S/CN 6:6 PCB홀두개,,L_OS503536V12SCN,"3,471.00",12,12,"41,652"
732,모듈생산창고,3030 보급형샘플,3030 보급형샘플,,,"3,000.00",14,14,"42,000"
733,모듈생산창고,PCB_SS3535/5700K/30V/12S,PCB_SS3535/5700K/30V/12S,,L_SS35351B5730V12S,"4,191.00",2,2,"8,382"
734,모듈생산창고,씨앤지옵틱 가스켓,씨앤지옵틱 가스켓,,,320,"1,200","1,200","384,000"
735,모듈생산창고,2P 350mm (커넥터없음),2P 350mm (커넥터없음),,,700,"1,010","1,010","707,000"
736,모듈생산창고,11S4P,11S4P,,,"20,000.00",11,11,"220,000"
737,모듈생산창고,10S5P,10S5P,,,"20,000.00",8,8,"160,000"
738,모듈생산창고,150W 5S46P,150W 5S46P,,,"19,000.00",31,31,"589,000"
739,모듈생산창고,100W 5S36P,100W 5S36P,,,"19,000.00",30,30,"570,000"
740,모듈생산창고,방열패드 블루싸이언스향,방열패드 블루싸이언스향,,,260,"5,390","5,170","1,344,200"
741,모듈생산창고,48구 프로빔렌즈,48구 프로빔렌즈,,,"1,500.00",218,218,"327,000"
742,모듈생산창고,꺾인방열판,꺾인방열판,,,"2,000.00",20,20,"40,000"
743,모듈생산창고,PCB_LG3535/G10/5700K/24V/12S (N),PCB_LG3535/G10/5700K/24V/12S (N),,L_LG35G45724V12S(N),"4,191.00",36,36,"150,876"
744,모듈생산창고,PCB_LG3535/G10/4500K/30V/12S (N),PCB_LG3535/G10/4500K/30V/12S (N),,L_LG35G104530V12S(N),"4,191.00",84,84,"352,044"
745,모듈생산창고,공PCB 5050 24V/12S,공PCB 5050 24V/12S,,,500,2,2,"1,000"
746,모듈생산창고,공PCB 5050 30V/12S,공PCB 5050 30V/12S,,,500,2,2,"1,000"
747,모듈생산창고,공PCB 3030 11S3P REV8.1,공PCB 3030 11S3P REV8.1,,,500,5,5,"2,500"
748,모듈생산창고,공PCB 5050 30V/12S (같음 품목 별도),공PCB 5050 30V/12S,(같음 품목 별도),,500,1,1,500
749,모듈생산창고,PCB_OS5050/3000K/30V/10S/DN,PCB_OS5050/3000K/30V/10S/DN,,L_OS503030V10SDN,"2,987.00",0,0,0
750,모듈생산창고,PCB_OS5050/5000K/30V/12S/DN 별도관리,PCB_OS5050/5000K/30V/12S/DN 별도관리,,L_OS505030V12SDN,"3,471.00",432,432,"1,499,472"
751,모듈생산창고,PCB_SE2835/3000K/28V/50S/CN,PCB_SE2835/3000K/28V/50S/CN,,L_SE305028V50SCN,"3,867.00",352,352,"1,361,184"
752,모듈생산창고,PCB_OS5050/5700K/30V/12S/DN/투광등용,PCB_OS5050/5700K/30V/12S/DN/투광등용,,,"3,471.00",77,77,"267,267"
753,모듈생산창고,PCB_OS5050/5000K/30V/12S/DN/투광등용 (12개는 PCB 기판 누럼),PCB_OS5050/5000K/30V/12S/DN/투광등용,(12개는 PCB 기판 누럼),,"3,471.00",121,121,"419,991"
754,모듈생산창고,PCB_SE3535/5700K/36V/12S/DN,PCB_SE3535/5700K/36V/12S/DN,,,"4,191.00",290,290,"1,215,390"
755,모듈생산창고,PCB_SE2835/4000K/28V/50S/CN,PCB_SE2835/4000K/28V/50S/CN,,,"3,867.00",0,0,0
756,모듈생산창고,PCB_SE2835/4000K/33V/44S/CN,PCB_SE2835/4000K/33V/44S/CN,,,"3,708.00",0,0,0
757,모듈생산창고,PCB_SE2835/3000K/33V/44S/CN,PCB_SE2835/3000K/33V/44S/CN,,,"3,708.00",0,0,0
758,모듈생산창고,PCB_OS2835/5000K/28V/50S/CN,PCB_OS2835/5000K/28V/50S/CN,,,"3,867.00",0,0,0
759,모듈생산창고,PCB_SS3535/351C/5000K/30V/10S [블루싸이언스향],PCB_SS3535/351C/5000K/30V/10S [블루싸이언스향],,,"4,191.00",220,0,0
760,기타재고,B01-80W-메탈,B01-80W-메탈,,,"13,500.00",0,0,0
761,기타재고,20037WR-03,20037WR-03,,,53,"2,322","2,322","123,066"
762,기타재고,2060-452,2060-452,,,160,687,687,"109,920"
763,기타재고,케이블그랜드 [PG13.5],케이블그랜드 [PG13.5],,,140,"2,166","2,146","300,440"
764,기타재고,케이블그랜드 [PG16],케이블그랜드 [PG16],,,180,868,868,"156,240"
765,기타재고,S03-80W,S03-80W,,,"13,000.00",16,16,"208,000"
766,기타재고,빛가림막,빛가림막,,,"3,500.00",276,276,"966,000"
767,기타재고,빛가림막 [350*175],빛가림막 [350*175],,,"8,000.00",34,34,"272,000"
768,기타재고,S03-100W,S03-100W,,,"12,200.00",13,13,"158,600"
769,기타재고,B01-80W T03AY2,B01-80W T03AY2,,,"18,500.00",2,2,"37,000"
770,기타재고,04-300W 16S4P Ver2.0,04-300W 16S4P Ver2.0,,,"22,500.00",22,22,"495,000"
771,기타재고,2060-451,2060-451,,,150,"1,500","1,500","225,000"
772,기타재고,DW 214U1-40W,DW 214U1-40W,,,38,"15,000","15,000","570,000"
773,기타재고,PG9,PG9,,,90,"1,801","1,801","162,090"
774,기타재고,S03-80W 공PCB,S03-80W 공PCB,,,"6,500.00",0,0,0
775,기타재고,횡단보도등 4구,횡단보도등 4구,,,"210,000.00",13,13,"2,730,000"
776,기타재고,전주시 SMPS 커넥터,전주시 SMPS 커넥터,,,"2,500.00",0,0,0
777,기타재고,DC24V_CC 8S20P [TONGIL EX-ELECTRIC],DC24V_CC 8S20P [TONGIL EX-ELECTRIC],,,"15,000.00",46,46,"690,000"
778,기타재고,공장등 FL-C180-100 15S12P,공장등 FL-C180-100 15S12P,,,"30,000.00",0,0,0
779,기타재고,공장등 FL-C180-150 15S16P,공장등 FL-C180-150 15S16P,,,"30,000.00",0,0,0
780,기타재고,투광등 200W 완제품,투광등 200W 완제품,,,"195,000.00",0,0,0
781,킹브라이트렌즈,KB-H22-10PFZ-3030,KB-H22-10PFZ-3030,,LLEKB3030_H2210PFZ,0,25,25,0
782,킹브라이트렌즈,KB-H22-15PFZ-3030,KB-H22-15PFZ-3030,,LLEKB3030_H2215PFZ,0,25,25,0
783,킹브라이트렌즈,KB-H22-8MFZ-3030,KB-H22-8MFZ-3030,,LLEKB3030_H228MFZ,0,25,25,0
784,킹브라이트렌즈,KB-HB12W-30-3030,KB-HB12W-30-3030,,LLEKB3030_HB12W30,162,19,19,"3,078"
785,킹브라이트렌즈,KB-HB12W-60-3030,KB-HB12W-60-3030,,LLEKB3030_HB12W60,162,19,19,"3,078"
786,킹브라이트렌즈,KB-HB12W-90-3030,KB-HB12W-90-3030,,LLEKB3030_HB12W90,162,19,19,"3,078"
787,킹브라이트렌즈,KB-H20-15P-3535R [WHITE/Without tape],KB-H20-15P-3535R [WHITE/Without tape],,LLEKB35ROW_H2015P_NT,142,25,25,"3,550"
788,킹브라이트렌즈,KB-A14-25P-5050 [BLACK/With Tape],KB-A14-25P-5050 [BLACK/With Tape],,LLEKB5050BWT_A1425P,135,12,12,"1,620"
789,킹브라이트렌즈,KB-A14-25P-5050 [WHITE/With Tape],KB-A14-25P-5050 [WHITE/With Tape],,LLEKB5050WWT_A1425P,135,"4,634","4,634","625,590"
790,킹브라이트렌즈,KB-A14-60P-5050 [WHITE/With Tape],KB-A14-60P-5050 [WHITE/With Tape],,LLEKB5050WWT_A1460P,135,196,196,"26,460"
791,킹브라이트렌즈,KB-A7.6-45-5050,KB-A7.6-45-5050,,LLEKB5050_A7.645,41,470,470,"19,270"
792,킹브라이트렌즈,KB-A7.6-60-5050,KB-A7.6-60-5050,,LLEKB5050_A7.660,41,"3,304","3,304","135,464"
793,킹브라이트렌즈,KB-A7.6-60-5630,KB-A7.6-60-5630,,LLEKB5630_A7.660,41,200,200,"8,200"
794,킹브라이트렌즈,KB-H20-12P-3030-C,KB-H20-12P-3030-C,,LLEKBC30OW_H2012P,223,185,185,"41,255"
795,킹브라이트렌즈,KB-H20-1530-3030-C,KB-H20-1530-3030-C,,LLEKBC30OW_H201530,223,185,185,"41,255"
796,킹브라이트렌즈,KB-H20-2050-3030-C,KB-H20-2050-3030-C,,LLEKBC30OW_H202050,223,185,185,"41,255"
797,킹브라이트렌즈,KB-H20-20P-3030-C,KB-H20-20P-3030-C,,LLEKBC30OW_H2020P,223,185,185,"41,255"
798,킹브라이트렌즈,KB-H20-25P-3030-C,KB-H20-25P-3030-C,,LLEKBC30OW_H2025P,223,185,185,"41,255"
799,킹브라이트렌즈,KB-H20-45P-3030-C,KB-H20-45P-3030-C,,LLEKBC30OW_H2045P,223,185,185,"41,255"
800,킹브라이트렌즈,KB-H20-60P-3030-C,KB-H20-60P-3030-C,,LLEKBC30OW_H2060P,223,185,185,"41,255"
801,킹브라이트렌즈,KB-D90-24COB-N,KB-D90-24COB-N,,LLEKBCOBN_D9024,"1,404.00",12,12,"16,848"
802,킹브라이트렌즈,KB-D90-38COB-N,KB-D90-38COB-N,,LLEKBCOBN_D9038,"1,404.00",1,1,"1,404"
803,킹브라이트렌즈,KB-D42-24COB,KB-D42-24COB,,LLEKBCOB_D4224,0,35,35,0
804,킹브라이트렌즈,KB-D42-38COB,KB-D42-38COB,,LLEKBCOB_D4238,0,42,42,0
805,킹브라이트렌즈,KB-D42-60COB,KB-D42-60COB,,LLEKBCOB_D4260,0,28,28,0
806,킹브라이트렌즈,KB-D45-38COB,KB-D45-38COB,,LLEKBCOB_D4538,0,100,100,0
807,킹브라이트렌즈,KB-D50-24COB,KB-D50-24COB,,LLEKBCOB_D5024,0,6,6,0
808,킹브라이트렌즈,KB-D50-30COB,KB-D50-30COB,,LLEKBCOB_D5030,0,10,10,0
809,킹브라이트렌즈,KB-D69-24COB,KB-D69-24COB,,LLEKBCOB_D6924,0,8,8,0
810,킹브라이트렌즈,KB-D75-30COB,KB-D75-30COB,,LLEKBCOB_D7530,0,3,3,0
811,킹브라이트렌즈,KB-D75-60COB,KB-D75-60COB,,LLEKBCOB_D7560,0,28,28,0
812,킹브라이트렌즈,KB-H69-10COB,KB-H69-10COB,,LLEKBCOB_H6910,0,5,5,0
813,킹브라이트렌즈,KB-J67-15COB,KB-J67-15COB,,LLEKBCOB_J6715,0,4,4,0
814,킹브라이트렌즈,KB-J75-25COB,KB-J75-25COB,,LLEKBCOB_J7525,0,5,5,0
815,킹브라이트렌즈,H20 tape,H20 tape,,LLEKBH20tape,27,"1,500","1,500","40,500"
816,킹브라이트렌즈,CXA15 holder,CXA15 holder,,LLEKBHOLD_CXA15,126,77,77,"9,702"
817,킹브라이트렌즈,CXA18 holder,CXA18 holder,,LLEKBHOLD_CXA18,53,68,68,"3,604"
818,킹브라이트렌즈,KB-H20-12P-3030-HW-C,KB-H20-12P-3030-HW-C,,LLEKBHWC30OW_H2012P,0,5,5,0
819,킹브라이트렌즈,KB-H20-2050-3030-HW-C,KB-H20-2050-3030-HW-C,,LLEKBHWC30OW_H202050,0,5,5,0
820,킹브라이트렌즈,KB-H20-20P-3030-HW-C,KB-H20-20P-3030-HW-C,,LLEKBHWC30OW_H2020P,0,5,5,0
821,킹브라이트렌즈,KB-H20-25P-3030-HW-C,KB-H20-25P-3030-HW-C,,LLEKBHWC30OW_H2025P,0,5,5,0
822,킹브라이트렌즈,KB-H20-45P-3030-HW-C,KB-H20-45P-3030-HW-C,,LLEKBHWC30OW_H2045P,0,5,5,0
823,킹브라이트렌즈,KB-H20-60P-3030-HW-C,KB-H20-60P-3030-HW-C,,LLEKBHWC30OW_H2060P,0,5,5,0
824,킹브라이트렌즈,KB-H20-1530-HW-C,KB-H20-1530-HW-C,,LLEKBHWCOW_H201530,0,5,5,0
825,킹브라이트렌즈,KB-H20-7-HW-C,KB-H20-7-HW-C,,LLEKBHWCOW_H207,0,5,5,0
826,킹브라이트렌즈,KB-H20-1045-XML [BLACK/정사각],KB-H20-1045-XML [BLACK/정사각],,LLEKBMLNB_H201045,149,30,30,"4,470"
827,킹브라이트렌즈,KB-H20-15M-XML [BLACK/정사각],KB-H20-15M-XML [BLACK/정사각],,LLEKBMLNB_H2015M,149,30,30,"4,470"
828,킹브라이트렌즈,KB-H20-15P-XML [BLACK/정사각],KB-H20-15P-XML [BLACK/정사각],,LLEKBMLNB_H2015P,149,30,30,"4,470"
829,킹브라이트렌즈,KB-H20-2040-XML [BLACK/정사각],KB-H20-2040-XML [BLACK/정사각],,LLEKBMLNB_H202040,149,30,30,"4,470"
830,킹브라이트렌즈,KB-H20-25P-XML [BLACK/정사각],KB-H20-25P-XML [BLACK/정사각],,LLEKBMLNB_H2025P,149,30,30,"4,470"
831,킹브라이트렌즈,KB-H20-3060-XML [BLACK/정사각],KB-H20-3060-XML [BLACK/정사각],,LLEKBMLNB_H203060,149,30,30,"4,470"
832,킹브라이트렌즈,KB-H20-38P-XML [BLACK/정사각],KB-H20-38P-XML [BLACK/정사각],,LLEKBMLNB_H2038P,149,30,30,"4,470"
833,킹브라이트렌즈,KB-H20-45P-XML [BLACK/정사각],KB-H20-45P-XML [BLACK/정사각],,LLEKBMLNB_H2045P,149,65,65,"9,685"
834,킹브라이트렌즈,KB-H20-60P-XML [BLACK/정사각],KB-H20-60P-XML [BLACK/정사각],,LLEKBMLNB_H2060P,135,"26,188","26,188","3,535,380"
835,킹브라이트렌즈,KB-H20-8-XML [WHITE/정사각],KB-H20-8-XML [WHITE/정사각],,LLEKBMLNW_H2008,0,65,65,0
836,킹브라이트렌즈,KB-H20-8N-XML [WHITE/정사각],KB-H20-8N-XML [WHITE/정사각],,LLEKBMLNW_H2008N,149,100,100,"14,900"
837,킹브라이트렌즈,KB-H20-1045-XML [WHITE/정사각],KB-H20-1045-XML [WHITE/정사각],,LLEKBMLNW_H201045,149,100,100,"14,900"
838,킹브라이트렌즈,KB-H20-1080-XML [WHITE/정사각],KB-H20-1080-XML [WHITE/정사각],,LLEKBMLNW_H201080,149,100,100,"14,900"
839,킹브라이트렌즈,KB-H20-15-XML [WHITE/정사각],KB-H20-15-XML [WHITE/정사각],,LLEKBMLNW_H2015,149,322,322,"47,978"
840,킹브라이트렌즈,KB-H20-15M-XML [WHITE/정사각],KB-H20-15M-XML [WHITE/정사각],,LLEKBMLNW_H2015M,149,190,190,"28,310"
841,킹브라이트렌즈,KB-H20-15PN-XML [WHITE/정사각],KB-H20-15PN-XML [WHITE/정사각],,LLEKBMLNW_H2015PN,149,45,45,"6,705"
842,킹브라이트렌즈,KB-H20-2040-XML [WHITE/정사각],KB-H20-2040-XML [WHITE/정사각],,LLEKBMLNW_H202040,149,75,75,"11,175"
843,킹브라이트렌즈,KB-H20-25P-XML [WHITE/정사각],KB-H20-25P-XML [WHITE/정사각],,LLEKBMLNW_H2025P,149,65,65,"9,685"
844,킹브라이트렌즈,KB-H20-3060-XML [WHITE/정사각],KB-H20-3060-XML [WHITE/정사각],,LLEKBMLNW_H203060,149,75,75,"11,175"
845,킹브라이트렌즈,KB-H20-30P-XML [WHITE/정사각],KB-H20-30P-XML [WHITE/정사각],,LLEKBMLNW_H2030P,149,100,100,"14,900"
846,킹브라이트렌즈,KB-H20-45P-XML [WHITE/정사각],KB-H20-45P-XML [WHITE/정사각],,LLEKBMLNW_H2045P,149,600,600,"89,400"
847,킹브라이트렌즈,KB-H20-60P-XML [WHITE/정사각],KB-H20-60P-XML [WHITE/정사각],,LLEKBMLNW_H2060P,149,264,264,"39,336"
848,킹브라이트렌즈,KB-H20-80-XML [WHITE/정사각],KB-H20-80-XML [WHITE/정사각],,LLEKBMLNW_H2080,149,95,95,"14,155"
849,킹브라이트렌즈,KB-H20-38P-XML [BLACK],KB-H20-38P-XML [BLACK],,LLEKBMLOB_H2038P,0,75,75,0
850,킹브라이트렌즈,KB-H20-45P-XML [BLACK],KB-H20-45P-XML [BLACK],,LLEKBMLOB_H2045P,62.5,"1,920","1,920","120,000"
851,킹브라이트렌즈,KB-H20-60P-XML [WHITE],KB-H20-60P-XML [WHITE],,LLEKBMLOW_H2060P,0,200,200,0
852,킹브라이트렌즈,KB-H20-60P-OSN [BLACK],KB-H20-60P-OSN [BLACK],,LLEKBOSNB_H2060P,169,200,200,"33,800"
853,킹브라이트렌즈,KB-H20-15P-OSN [WHITE],KB-H20-15P-OSN [WHITE],,LLEKBOSNW_H2015P,0,300,300,0
854,킹브라이트렌즈,KB-Y15-1065-OSN [WHITE],KB-Y15-1065-OSN [WHITE],,LLEKBOSW_Y151065,0,60,60,0
855,킹브라이트렌즈,KB-20-8 [BLACK],KB-20-8 [BLACK],,LLEKBP4B_2008,130,"1,402","1,402","182,260"
856,킹브라이트렌즈,KB-20-120 [BLACK],KB-20-120 [BLACK],,LLEKBP4B_20120,135,129,129,"17,415"
857,킹브라이트렌즈,KB-20-60 [BLACK],KB-20-60 [BLACK],,LLEKBP4B_2060,180,75,75,"13,500"
858,킹브라이트렌즈,KB-D110-24RF,KB-D110-24RF,,LLEKBRF_D11024,0,77,77,0
859,킹브라이트렌즈,KB-D32-38RF,KB-D32-38RF,,LLEKBRF_D3238,0,3,3,0
860,킹브라이트렌즈,KB-D42-15RF,KB-D42-15RF,,LLEKBRF_D4215,0,3,3,0
861,킹브라이트렌즈,KB-D42-24RF,KB-D42-24RF,,LLEKBRF_D4224,0,3,3,0
862,킹브라이트렌즈,KB-D42-38RF,KB-D42-38RF,,LLEKBRF_D4238,0,3,3,0
863,킹브라이트렌즈,KB-D50-24RF,KB-D50-24RF,,LLEKBRF_D5024,0,8,8,0
864,킹브라이트렌즈,KB-D50-24RF-B,KB-D50-24RF-B,,LLEKBRF_D5024B,0,8,8,0
865,킹브라이트렌즈,KB-D50-24RF-D,KB-D50-24RF-D,,LLEKBRF_D5024D,0,8,8,0
866,킹브라이트렌즈,KB-D50-38RF-B,KB-D50-38RF-B,,LLEKBRF_D5038B,"1,237.00",6,6,"7,422"
867,킹브라이트렌즈,KB-D69-20RF,KB-D69-20RF,,LLEKBRF_D6920,0,30,30,0
868,킹브라이트렌즈,KB-D69-30RF,KB-D69-30RF,,LLEKBRF_D6930,0,9,9,0
869,킹브라이트렌즈,KB-D69-38RF,KB-D69-38RF,,LLEKBRF_D6938,752,23,23,"17,296"
870,킹브라이트렌즈,KB-D69-60RF,KB-D69-60RF,,LLEKBRF_D6960,"1,330.00",18,18,"23,940"
871,킹브라이트렌즈,KB-D75-15RF,KB-D75-15RF,,LLEKBRF_D7515,0,29,29,0
872,킹브라이트렌즈,KB-D75-38RF,KB-D75-38RF,,LLEKBRF_D7538,0,3,3,0
873,킹브라이트렌즈,KB-D75-60RF,KB-D75-60RF,,LLEKBRF_D7560,"1,503.00",6,6,"9,018"
874,킹브라이트렌즈,KB-D92-15RF,KB-D92-15RF,,LLEKBRF_D9215,0,8,8,0
875,킹브라이트렌즈,KB-H22-20PF-RGBW,KB-H22-20PF-RGBW,,LLEKBRGBW_H2220PF,0,50,50,0
876,킹브라이트렌즈,KB-H29-17P-XMLW [WHITE],KB-H29-17P-XMLW [WHITE],,LLEKBXMLW_H2917P,0,23,23,0
877,킹브라이트렌즈,KB-H29-30P-XMLW [WHITE],KB-H29-30P-XMLW [WHITE],,LLEKBXMLW_H2930P,0,21,21,0
878,킹브라이트렌즈,KB-Y15-1065-XP [BLACK],KB-Y15-1065-XP [BLACK],,LLEKBXPB_Y151065,153,64,64,"9,792"
879,킹브라이트렌즈,KB-H20-7-XP-C,KB-H20-7-XP-C,,LLEKBXPCOW_H207,224,185,185,"41,440"
880,킹브라이트렌즈,KB-H12-15-XP-NHB [BLACK],KB-H12-15-XP-NHB [BLACK],,LLEKBXPNB_H1215C,148.5,"4,788","4,788","711,018"
881,킹브라이트렌즈,KB-H12-2550-XP-NHB [BLACK],KB-H12-2550-XP-NHB [BLACK],,LLEKBXPNB_H122550,148.5,"1,540","1,540","228,690"
882,킹브라이트렌즈,KB-H12-30-XP-NHB [BLACK],KB-H12-30-XP-NHB [BLACK],,LLEKBXPNB_H1230,148.5,"11,420","11,420","1,695,870"
883,킹브라이트렌즈,KB-H12-30P-XP-NHB [BLACK],KB-H12-30P-XP-NHB [BLACK],,LLEKBXPNB_H1230P,148.5,"11,836","11,836","1,757,646"
884,킹브라이트렌즈,KB-H12-45P-XP-NHB [BLACK],KB-H12-45P-XP-NHB [BLACK],,LLEKBXPNB_H1245P,148.5,"7,149","7,149","1,061,627"
885,킹브라이트렌즈,KB-H12-60P-XP-NHB [BLACK],KB-H12-60P-XP-NHB [BLACK],,LLEKBXPNB_H1260P,148.5,"11,698","11,698","1,737,153"
886,킹브라이트렌즈,KB-H15-1540-XP-NHB [BLACK],KB-H15-1540-XP-NHB [BLACK],,LLEKBXPNB_H151540,148.5,"3,004","3,004","446,094"
887,킹브라이트렌즈,KB-H15-15-XP-NHB [BLACK],KB-H15-15-XP-NHB [BLACK],,LLEKBXPNB_H1515P,148.5,"1,512","3,492","518,562"
888,킹브라이트렌즈,KB-H15-25PN-XP-NHB [BLACK],KB-H15-25PN-XP-NHB [BLACK],,,148.5,"1,204","3,976","590,436"
889,킹브라이트렌즈,KB-H15-30P-XP-NHB [BLACK],KB-H15-30P-XP-NHB [BLACK],,LLEKBXPNB_H1530P,148.5,"5,871","5,871","871,844"
890,킹브라이트렌즈,KB-H15-40P-XP-NHB [BLACK],KB-H15-40P-XP-NHB [BLACK],,LLEKBXPNB_H1540P,148.5,"3,168","3,168","470,448"
891,킹브라이트렌즈,KB-H15-60PN-XP-NHB [BLACK],KB-H15-60PN-XP-NHB [BLACK],,LLEKBXPNB_H1560P_NL,148.5,"2,516","2,516","373,626"
892,킹브라이트렌즈,KB-H20-12-XP-NHB [BLACK],KB-H20-12-XP-NHB [BLACK],,LLEKBXPNB_H2008C,168.75,"5,328","5,328","899,100"
893,킹브라이트렌즈,KB-H20-1045-XP-NHB [BLACK],KB-H20-1045-XP-NHB [BLACK],,LLEKBXPNB_H201045,168.75,"4,750","4,750","801,563"
894,킹브라이트렌즈,KB-H20-1080-XP-NHB [BLACK],KB-H20-1080-XP-NHB [BLACK],,LLEKBXPNB_H201080,168.75,30,30,"5,063"
895,킹브라이트렌즈,KB-H20-15-XP-NHB [BLACK],KB-H20-15-XP-NHB [BLACK],,,168.75,"8,542","8,542","1,441,463"
896,킹브라이트렌즈,KB-H20-15M-XP-NHB [BLACK],KB-H20-15M-XP-NHB [BLACK],,LLEKBXPNB_H2015M,0,50,50,0
897,킹브라이트렌즈,KB-H20-2040-XP-NHB [BLACK],KB-H20-2040-XP-NHB [BLACK],,LLEKBXPNB_H202040,169,230,230,"38,870"
898,킹브라이트렌즈,KB-H20-3060-XP-NHB [BLACK],KB-H20-3060-XP-NHB [BLACK],,LLEKBXPNB_H203060,169,30,30,"5,070"
899,킹브라이트렌즈,KB-H20-30P-XP-NHB [BLACK],KB-H20-30P-XP-NHB [BLACK],,LLEKBXPNB_H2030P,169,"5,778","5,778","976,482"
900,킹브라이트렌즈,KB-H20-45P-XP-NHB [BLACK],KB-H20-45P-XP-NHB [BLACK],,LLEKBXPNB_H2060P,169,"10,703","10,203","1,724,307"
901,킹브라이트렌즈,KB-H20-60P-XP-NHB [BLACK],KB-H20-60P-XP-NHB [BLACK],,LLEKBXPNB_H2060P_NL,169,"4,797","4,797","810,693"
902,킹브라이트렌즈,KB-H22-30PF-XP [Without Tape],KB-H22-30PF-XP [Without Tape],,LLEKBXPNT_H2230PF,0,110,110,0
903,킹브라이트렌즈,KB-SL40-XP [Without Tape],KB-SL40-XP [Without Tape],,LLEKBXPNT_SL40,0,40,40,0
904,킹브라이트렌즈,KB-SL805-XP [Without Tape],KB-SL805-XP [Without Tape],,LLEKBXPNT_SL805,0,170,170,0
905,킹브라이트렌즈,KB-A22-0690-XP [WHITE],KB-A22-0690-XP [WHITE],,LLEKBXPNW_A220690,0,65,65,0
906,킹브라이트렌즈,KB-A22-6-XP [WHITE],KB-A22-6-XP [WHITE],,LLEKBXPNW_A2206C,0,45,45,0
